concept,group,canonical_feature,ResidualProbeAccuracy,BottleneckOutputProbeAccuracy,BottleneckOutputProbeAUROC,probe_accuracy_before,probe_auroc_before,reconstruction_norm_ratio,reconstruction_cosine,Top1SparseProbeAccuracy,n_gt_present,CanonicalMissRate,ScatterRate,RetainedElsewhere,BottleneckOutputProbeAccuracy_refit,BottleneckOutputProbeAUROC_refit,ScatterRate_refit,RetainedElsewhere_refit,MeanTop1ContributionShare,MeanCanonicalContributionShare,MedianEffectiveContributorCount,MeanEffectiveContributorCount
helping_prosocial,verbs,626+,1.0,0.508,0.47273599999999993,1.0,1.0,1.1150273084640503,-0.010005350224673748,0.668,250,0.664,0.088,0.13253012048192772,0.99,0.999664,0.644,0.9698795180722891,0.17326406740208342,0.02927435224205025,10.510259032178869,10.529890947481917
human_person,entities,1289-,1.0,0.472,0.40612800000000004,1.0,1.0,1.1865293979644775,-0.01340055838227272,0.628,248,0.6854838709677419,0.14516129032258066,0.21176470588235294,0.988,0.9991199999999999,0.6854838709677419,1.0,0.19694210863143105,0.0,8.953473243884176,9.204020620255474
inside_dialogue,grammar,1512+,0.998,0.52,0.525776,0.998,0.999728,1.1677526235580444,-0.0032204834278672934,0.668,244,0.6598360655737705,0.319672131147541,0.484472049689441,0.906,0.9717600000000001,0.5778688524590164,0.8757763975155279,0.18048821689173042,0.0,10.001236696828165,10.003035802669721
male_pronoun,grammar,1780+,1.0,0.512,0.48172800000000005,1.0,1.0,1.2316874265670776,-0.01502754632383585,0.582,250,0.656,0.092,0.1402439024390244,0.824,0.89376,0.584,0.8902439024390244,0.16582481313632375,0.042747229088629456,10.481555090852204,10.706339727882158
motion,verbs,859-,1.0,0.49,0.507712,1.0,1.0,1.1260859966278076,-0.002516948850825429,0.652,250,0.696,0.008,0.011494252873563218,0.994,0.999824,0.692,0.9942528735632183,0.16460367641825285,0.0,11.232017901711572,11.246263457307624
nature_weather,entities,28+,1.0,0.522,0.607616,1.0,1.0,1.1231372356414795,-0.0030719360802322626,0.632,249,0.7108433734939759,0.03614457831325301,0.05084745762711865,0.938,0.9912000000000001,0.6626506024096386,0.9322033898305084,0.15714348035098033,0.031328682261901136,11.841290361725683,11.669708107772488
negation,grammar,1106+,1.0,0.476,0.35787199999999997,1.0,1.0,1.1919981241226196,0.00013857650628779083,0.676,250,0.648,0.016,0.024691358024691357,1.0,1.0,0.648,1.0,0.19422243598961825,0.0,8.45245649233407,8.77306419537617
negative_emotion,attributes,1648-,1.0,0.534,0.542176,1.0,1.0,1.1267198324203491,0.015260612592101097,0.73,250,0.408,0.032,0.0784313725490196,0.996,0.999984,0.408,1.0,0.1754565132918368,0.0,10.759814943052369,10.750848539357241
perception,verbs,567+,1.0,0.492,0.528832,1.0,1.0,1.1513748168945312,-6.323647539829835e-05,0.67,250,0.608,0.044,0.07236842105263158,0.99,0.99936,0.6,0.9868421052631579,0.16317143446874308,0.009125449755642475,10.812023750161096,10.848373113988632
place_location,entities,433+,1.0,0.412,0.273856,1.0,1.0,1.1611229181289673,-0.010157214477658272,0.738,250,0.512,0.012,0.0234375,0.984,0.999072,0.496,0.96875,0.1800399754892502,0.0,10.10235409138871,10.17002267922841
positive_emotion,attributes,112+,1.0,0.498,0.6078399999999999,1.0,1.0,1.1142423152923584,0.013605596497654915,0.714,247,0.5708502024291497,0.016194331983805668,0.028368794326241134,0.988,0.9980640000000001,0.562753036437247,0.9858156028368794,0.19700142182703997,0.0,9.4560602217313,9.61195594771448
size,attributes,1273-,1.0,0.482,0.5566880000000001,1.0,1.0,1.1282175779342651,0.009474216029047966,0.664,250,0.624,0.14,0.22435897435897437,0.982,0.999392,0.592,0.9487179487179487,0.16074585415317083,0.039236178224812165,10.603899243151876,10.633866382360274
speech,verbs,1124-,1.0,0.484,0.352336,1.0,1.0,1.1406049728393555,0.0007355418056249619,0.782,250,0.364,0.012,0.03296703296703297,0.992,0.999904,0.352,0.967032967032967,0.18402375929876036,0.0,9.767170340510651,9.858758446919815
toy_play_object,entities,940-,1.0,0.528,0.49753600000000003,1.0,1.0,1.156806230545044,-0.016222240403294563,0.71,250,0.436,0.116,0.26605504587155965,0.954,0.9938400000000001,0.396,0.908256880733945,0.18301218861714863,0.05741662804109713,9.627918241152702,9.767689692478807
