concept,group,canonical_feature,ResidualProbeAccuracy,BottleneckOutputProbeAccuracy,BottleneckOutputProbeAUROC,probe_accuracy_before,probe_auroc_before,reconstruction_norm_ratio,reconstruction_cosine,Top1SparseProbeAccuracy,n_gt_present,CanonicalMissRate,ScatterRate,RetainedElsewhere,BottleneckOutputProbeAccuracy_refit,BottleneckOutputProbeAUROC_refit,ScatterRate_refit,RetainedElsewhere_refit,MeanTop1ContributionShare,MeanCanonicalContributionShare,MedianEffectiveContributorCount,MeanEffectiveContributorCount
helping_prosocial,verbs,412+,1.0,0.554,0.5939840000000001,1.0,1.0,1.322882890701294,-0.006640717387199402,0.75,250,0.408,0.328,0.803921568627451,0.992,0.999904,0.4,0.9803921568627451,0.10830738452173547,0.04794889638998953,19.863623715599502,19.63297367567531
human_person,entities,1167-,1.0,0.44,0.441072,1.0,1.0,1.4379607439041138,0.008313067257404327,0.692,248,0.5645161290322581,0.2217741935483871,0.39285714285714285,1.0,1.0,0.5645161290322581,1.0,0.12671656935449724,0.0,17.3695961586126,17.395370732171397
inside_dialogue,grammar,384+,0.994,0.506,0.522832,0.994,0.999792,1.3893325328826904,-0.0016929536359384656,0.784,249,0.3815261044176707,0.15261044176706828,0.4,0.962,0.988112,0.3614457831325301,0.9473684210526315,0.11126171674316505,0.0,19.27952860574937,19.165962565746504
male_pronoun,grammar,1673-,1.0,0.418,0.40078400000000003,1.0,1.0,1.4842344522476196,-0.004496833775192499,0.64,250,0.424,0.092,0.2169811320754717,0.918,0.972816,0.392,0.9245283018867925,0.10923506288729001,8.973226964462244e-05,19.05620825177528,19.14671394348357
motion,verbs,153-,1.0,0.364,0.24513599999999994,1.0,1.0,1.3564866781234741,-0.0018460395513102412,0.8,249,0.37349397590361444,0.024096385542168676,0.06451612903225806,0.994,0.999952,0.36947791164658633,0.989247311827957,0.10926079904479574,0.0037057436158007134,17.74687044946294,17.825928651865947
nature_weather,entities,1245-,1.0,0.452,0.44526400000000005,1.0,1.0,1.3498104810714722,-0.00315032503567636,0.852,250,0.292,0.116,0.3972602739726027,0.988,0.99928,0.288,0.9863013698630136,0.10577226965214888,0.0,19.02227555234569,19.148111163908986
negation,grammar,950+,1.0,0.514,0.513104,1.0,1.0,1.4001352787017822,-0.009426013566553593,0.908,250,0.176,0.028,0.1590909090909091,1.0,1.0,0.176,1.0,0.11439853454345048,0.0,17.11516239691786,17.273173641041495
negative_emotion,attributes,1050-,1.0,0.626,0.62848,1.0,1.0,1.3081923723220825,0.019946221262216568,0.784,250,0.244,0.112,0.45901639344262296,0.998,0.999984,0.244,1.0,0.09757205588019092,0.055615349929980164,21.05728980089899,21.262210354134076
perception,verbs,127-,1.0,0.522,0.534192,1.0,1.0,1.3811222314834595,-0.009395980276167393,0.718,250,0.556,0.276,0.49640287769784175,0.998,1.0,0.556,1.0,0.09591994493091703,0.02913056550850598,20.721606427947123,20.74367575331779
place_location,entities,1185-,1.0,0.446,0.408416,1.0,1.0,1.3838074207305908,0.003187534399330616,0.874,250,0.184,0.06,0.32608695652173914,0.992,0.999936,0.172,0.9347826086956522,0.10424258578621956,0.05034952962997561,19.079226929030817,18.973332331655175
positive_emotion,attributes,1541+,1.0,0.328,0.29672,1.0,1.0,1.309834361076355,0.007591122295707464,0.858,247,0.21862348178137653,0.016194331983805668,0.07407407407407407,0.998,1.0,0.21862348178137653,1.0,0.11843185712627047,0.0,17.736928244762993,17.59160825072996
size,attributes,159+,1.0,0.378,0.329184,1.0,1.0,1.311669945716858,0.010606578551232815,0.804,250,0.268,0.072,0.26865671641791045,0.996,0.9999359999999999,0.264,0.9850746268656716,0.10562695179709346,0.0,19.268860067048088,19.25115021547188
speech,verbs,1377-,1.0,0.36,0.33188799999999996,1.0,1.0,1.3913428783416748,-0.0013449008110910654,0.858,250,0.284,0.056,0.19718309859154928,0.994,0.999984,0.272,0.9577464788732394,0.12098393533595052,0.0,17.454001501352607,17.380216999387198
toy_play_object,entities,804+,1.0,0.526,0.5075999999999999,1.0,1.0,1.3817628622055054,0.0020122642163187265,0.726,248,0.4959677419354839,0.2661290322580645,0.5365853658536586,0.954,0.990896,0.4475806451612903,0.9024390243902439,0.10147077670573776,0.025889605192439578,20.71845920611102,20.674974512895293
